customerno,recency,frequency,monetary,cluster
17718.0,233,1,993.47,1
17719.0,38,15,30804.52,2
17720.0,27,4,7129.75,3
17721.0,73,1,6289.66,3
17722.0,97,4,18832.7,3
17723.0,128,6,11473.34,3
17724.0,72,3,4133.3,3
17725.0,17,11,24733.0,2
17727.0,16,1,4227.45,0
17728.0,4,3,15663.12,0
17730.0,4,13,39898.7,2
17731.0,80,4,6213.04,3
17732.0,5,2,1241.3400000000001,0
17733.0,39,2,5455.07,3
17734.0,54,3,5043.48,3
17735.0,3,19,80240.90000000001,2
17736.0,10,3,2698.12,0
17737.0,10,2,985.9200000000001,0
17738.0,20,4,12291.31,3
17739.0,4,8,10669.070000000002,2
17740.0,234,1,7964.2,3
17742.0,114,2,1276.04,1
17744.0,4,7,34337.59,2
17745.0,354,1,707.28,1
17746.0,241,1,410.25,1
17747.0,113,1,196.2,1
17749.0,179,2,3971.02,3
17750.0,6,9,40650.84,2
17752.0,360,1,2050.56,1
17753.0,302,1,69.17999999999999,1
17754.0,1,5,17317.5,2
17755.0,102,1,3547.36,1
17757.0,2,30,36644.92,2
17758.0,20,10,31389.04,2
17759.0,18,3,8101.02,0
17760.0,22,2,2744.27,0
17761.0,33,1,4809.780000000001,0
17763.0,264,1,138.36,1
17764.0,51,3,4852.37,3
17765.0,159,3,1734.5,1
17766.0,290,1,1074.32,1
17767.0,16,2,2032.7,0
17768.0,9,3,12213.36,0
17769.0,13,10,20880.89,2
17770.0,199,5,4913.1,3
17771.0,57,2,3114.77,3
17772.0,11,2,385.78000000000003,0
17774.0,97,4,6503.61,3
17775.0,255,1,795.8399999999999,1
17777.0,25,3,5829.29,0
17779.0,22,3,4574.08,0
17781.0,160,2,541.22,1
17783.0,73,2,3894.12,3
17785.0,54,1,821.9,1
17786.0,86,2,2257.26,1
17787.0,10,5,13882.75,2
17788.0,74,2,3293.26,3
17789.0,282,1,989.86,1
17790.0,27,14,10582.67,2
17791.0,30,1,520.47,0
17793.0,26,1,2708.96,0
17795.0,180,2,3854.48,3
17796.0,41,5,2554.82,3
17797.0,23,3,5811.59,0
17799.0,23,10,19807.26,2
17800.0,38,9,8474.61,2
17802.0,83,4,10055.39,3
17805.0,74,1,5425.36,3
17806.0,12,1,4530.58,0
17809.0,17,12,25247.54,2
17810.0,323,1,1040.15,1
17811.0,5,39,48404.19,2
17812.0,13,4,3096.73,0
17813.0,15,5,9461.27,2
17816.0,37,4,313.99,0
17817.0,5,3,803.34,0
17819.0,72,7,14363.75,3
17823.0,15,1,36.12,1
17824.0,52,1,4488.12,0
17827.0,6,6,13424.14,2
17828.0,23,4,7908.45,3
17829.0,299,1,5995.24,1
17830.0,2,3,1128.16,0
17831.0,34,1,159.24,1
17832.0,50,2,2328.53,0
17835.0,3,3,2992.59,0
17836.0,48,2,1171.03,0
17837.0,43,8,6915.45,3
17838.0,27,5,22563.93,2
17839.0,43,1,3249.89,0
17841.0,2,125,255508.58,2
17843.0,304,1,1104.5900000000001,1
17844.0,107,1,585.8,1
17846.0,122,1,13882.59,3
17848.0,82,10,21855.1,2
17849.0,219,4,1789.3799999999999,1
17850.0,373,34,22920.73,2
17852.0,12,2,333.17,0
17854.0,186,2,1180.0,1
17855.0,373,1,2233.23,1
17856.0,2,5,16025.83,2
17857.0,5,22,168410.98,2
17858.0,6,14,32418.88,2
17859.0,305,1,1257.3700000000001,1
17860.0,369,1,1312.86,1
17861.0,4,8,20308.57,2
17862.0,324,1,1363.94,1
17863.0,60,6,29979.08,3
17864.0,13,3,8605.39,0
17865.0,31,20,69781.68000000001,2
17866.0,143,1,2121.14,1
17867.0,31,7,6765.76,2
17869.0,108,6,1792.72,3
17870.0,3,13,15581.09,2
17871.0,205,1,2025.0,1
17872.0,59,1,6717.5599999999995,3
17873.0,81,5,12493.32,3
17874.0,86,7,3000.41,3
17877.0,171,1,1247.98,1
17878.0,44,1,4474.16,0
17879.0,174,1,644.1800000000001,1
17880.0,365,1,3688.7000000000003,1
17881.0,305,1,464.68,1
17883.0,4,4,2874.51,0
17884.0,4,4,8144.14,0
17885.0,13,2,3712.36,0
17886.0,32,3,5839.59,3
17887.0,130,1,421.58000000000004,1
17888.0,22,9,14784.119999999999,2
17889.0,213,2,1018.69,1
17890.0,323,2,4880.87,1
17891.0,163,1,4237.04,1
17892.0,57,3,1367.31,0
17893.0,226,2,7208.0,3
17894.0,52,9,5273.55,3
17895.0,45,2,1468.74,0
17896.0,24,1,3215.52,0
17897.0,173,4,10206.0,3
17898.0,86,2,2103.36,1
17899.0,160,1,1912.43,1
17900.0,191,2,837.72,1
17901.0,30,2,5450.5,0
17904.0,22,2,12340.66,3
17905.0,72,4,4991.93,3
17906.0,248,1,341.2,1
17908.0,374,1,1998.18,1
17911.0,10,1,1517.1200000000001,0
17912.0,311,5,2215.16,3
17913.0,59,2,3348.01,3
17914.0,4,1,2957.59,0
17917.0,46,4,7717.53,3
17919.0,89,2,15809.32,3
17920.0,5,17,27223.76,2
17921.0,65,4,5079.76,3
17923.0,283,1,725.0,1
17924.0,12,7,14059.86,2
17925.0,29,2,1023.72,0
17926.0,134,4,22406.94,3
17928.0,46,2,862.12,0
17929.0,12,4,1766.8,0
17930.0,36,5,18121.24,3
17931.0,135,2,2958.59,1
17932.0,30,3,9265.61,3
17933.0,267,1,707.26,1
17934.0,52,3,10554.949999999999,3
17935.0,139,2,951.79,1
17936.0,6,2,1649.94,0
17937.0,9,7,20984.899999999998,2
17939.0,160,1,511.54,1
17940.0,50,9,102301.66,2
17941.0,131,1,2896.08,1
17942.0,8,1,235.22,0
17946.0,234,2,866.96,1
17947.0,38,1,1902.8400000000001,0
17948.0,148,1,1843.2,1
17949.0,2,44,348200.27,2
17950.0,73,3,4245.45,3
17951.0,40,3,7348.06,3
17952.0,352,1,139.55,1
17953.0,233,1,5751.6,1
17954.0,6,12,23168.01,2
17955.0,199,4,3369.38,3
17956.0,197,2,14367.22,3
17957.0,67,1,2932.29,1
17958.0,117,1,1369.72,1
17959.0,197,1,673.73,1
17960.0,172,1,495.82,1
17961.0,22,39,6916.73,2
17962.0,143,1,1417.45,1
17964.0,32,2,3519.16,0
17965.0,38,14,18415.04,2
17966.0,38,5,27479.52,3
17967.0,32,2,10206.83,3
17968.0,374,1,1899.72,1
17969.0,167,3,6386.3099999999995,3
17970.0,212,1,5978.16,1
17972.0,242,1,518.65,1
17973.0,27,3,9069.08,3
17974.0,25,4,6149.72,3
17975.0,16,13,20018.08,2
17976.0,373,1,1448.3400000000001,1
17977.0,30,2,3948.56,0
17978.0,366,1,5423.479999999999,1
17979.0,36,4,4758.87,3
17980.0,166,3,7822.98,3
17981.0,78,1,6840.68,3
17984.0,146,1,1161.05,1
17985.0,23,1,2526.56,0
17986.0,57,1,61.900000000000006,1
17987.0,186,1,2878.8,1
17988.0,12,7,534.73,0
17990.0,237,3,4889.64,3
17991.0,226,2,351.84999999999997,1
17994.0,122,5,5831.84,3
17995.0,282,1,1441.16,1
17997.0,75,8,25375.72,3
17999.0,38,3,8096.47,3
18001.0,13,2,3649.15,0
18004.0,363,1,954.74,1
18005.0,4,2,806.35,0
18006.0,24,1,2710.76,0
18008.0,71,9,18375.33,2
18009.0,236,1,1519.41,1
18010.0,257,1,794.15,1
18011.0,374,1,821.04,1
18013.0,156,2,3113.57,1
18014.0,29,1,831.12,0
18015.0,5,1,1013.09,0
18016.0,33,5,11832.74,3
18017.0,82,3,1805.0,3
18018.0,109,2,688.8199999999999,1
18019.0,52,1,111.14,1
18022.0,36,1,8204.06,0
18024.0,153,2,2285.62,1
18027.0,99,1,917.67,1
18030.0,5,2,747.5400000000001,0
18032.0,335,1,505.80000000000007,1
18033.0,66,1,2651.27,1
18034.0,22,2,6171.34,0
18035.0,36,3,6999.23,3
18036.0,33,3,2504.91,0
18037.0,155,6,264.51,1
18040.0,20,2,1573.3400000000001,0
18041.0,12,21,41769.63,2
18042.0,54,1,507.39,1
18043.0,25,3,3427.84,0
18044.0,5,10,12118.39,2
18045.0,46,1,1637.61,1
18048.0,204,2,1478.48,1
18050.0,360,1,486.22,1
18053.0,71,1,3403.06,1
18055.0,8,10,29532.6,2
18056.0,289,1,2535.2200000000003,1
18058.0,10,1,544.72,0
18059.0,24,3,3009.71,0
18061.0,22,10,11962.8,2
18062.0,174,3,4797.9,3
18064.0,134,2,3441.3599999999997,3
18065.0,6,14,11673.68,2
18066.0,76,1,1432.66,1
18067.0,41,1,2331.32,0
18068.0,290,1,165.72,1
18069.0,27,5,15058.35,3
18071.0,258,2,3128.9700000000003,1
18072.0,186,1,3205.44,1
18073.0,115,12,35736.26,2
18074.0,374,1,2449.37,1
18075.0,24,10,17681.07,2
18077.0,9,11,21100.579999999998,2
18078.0,218,2,1830.6100000000001,1
18079.0,46,4,79916.55,3
18080.0,19,2,7841.16,0
18081.0,37,3,2350.66,0
18082.0,26,1,7027.91,0
18084.0,17,1,1912.56,0
18085.0,331,2,3422.91,1
18086.0,275,1,1130.58,1
18087.0,291,1,43317.54,3
18088.0,62,1,1276.6000000000001,1
18092.0,3,11,51683.72,2
18093.0,94,4,16425.52,3
18094.0,82,7,28508.04,3
18095.0,313,2,4889.59,3
18096.0,12,3,8196.94,0
18097.0,8,6,18253.74,2
18099.0,128,1,1699.71,1
18101.0,12,2,770.44,0
18102.0,1,60,897137.36,2
18104.0,38,1,4484.02,0
18105.0,38,1,587.7,1
18106.0,330,1,1753.23,1
18108.0,255,1,1138.78,1
18109.0,2,26,47594.27,2
18110.0,20,1,1123.46,0
18112.0,13,2,2226.91,0
18113.0,369,1,816.48,1
18114.0,291,1,789.3000000000001,1
18116.0,68,8,9956.73,3
18117.0,26,1,6651.45,0
18118.0,11,26,33110.27,2
18119.0,368,1,1466.75,1
18120.0,215,1,431.63,1
18121.0,150,2,5301.88,3
18122.0,9,6,12291.25,2
18123.0,25,2,6407.95,0
18125.0,30,4,9364.23,3
18126.0,61,1,1624.03,1
18127.0,20,3,2284.2599999999998,0
18129.0,244,1,607.37,1
18130.0,16,3,8323.66,0
18133.0,213,1,14796.000000000002,3
18135.0,30,5,4275.82,3
18136.0,64,3,4688.58,3
18138.0,296,1,545.9,1
18139.0,18,6,58913.05,2
18142.0,158,2,14125.52,3
18143.0,117,2,6075.47,3
18144.0,8,12,15681.220000000001,2
18145.0,13,4,24708.38,2
18146.0,141,2,1732.1100000000001,1
18147.0,46,2,2264.44,0
18149.0,51,3,3618.46,3
18150.0,33,3,3983.42,0
18151.0,135,2,4063.4700000000003,3
18154.0,4,2,2363.58,0
18155.0,76,3,3107.16,3
18156.0,13,2,2419.57,0
18158.0,10,2,3170.62,0
18159.0,302,1,1968.08,1
18160.0,58,2,3598.12,3
18161.0,16,5,8433.35,2
18164.0,38,1,2295.49,0
18165.0,178,1,2913.76,1
18167.0,24,3,5334.26,0
18168.0,177,6,7221.45,3
18169.0,61,1,832.8100000000001,1
18170.0,34,3,5196.69,3
18171.0,59,5,6191.95,3
18172.0,15,20,38633.44,2
18173.0,87,4,14665.34,3
18174.0,8,1,309.5,0
18176.0,359,1,3388.6,1
18177.0,32,6,5636.93,3
18178.0,129,4,10496.09,3
18179.0,10,6,13570.29,2
18180.0,5,6,17879.32,2
18181.0,25,1,1888.81,0
18183.0,228,2,4327.61,3
18184.0,16,1,371.4,0
18185.0,250,1,2187.25,1
18188.0,16,3,12191.2,0
18189.0,78,2,6918.7300000000005,3
18190.0,193,2,1726.52,1
18191.0,262,1,1647.8799999999999,1
18192.0,72,1,3604.94,1
18193.0,166,1,1520.85,1
18194.0,83,1,7476.48,3
18196.0,96,2,4998.9,3
18198.0,5,17,46294.340000000004,2
18200.0,107,1,1305.62,1
18202.0,200,3,7327.08,3
18203.0,158,1,605.1600000000001,1
18204.0,72,3,14342.87,3
18205.0,37,2,2498.14,0
18209.0,29,1,737.04,0
18210.0,2,6,14888.300000000001,2
18211.0,26,5,4294.24,0
18212.0,327,1,1289.74,1
18213.0,237,1,2616.24,1
18215.0,90,1,1516.1000000000001,1
18216.0,32,1,2543.58,0
18217.0,30,2,5669.26,0
18218.0,212,2,5778.58,3
18219.0,3,10,10469.52,2
18220.0,227,1,3265.92,1
18221.0,23,5,9175.39,3
18222.0,93,1,3887.05,1
18223.0,5,14,33450.55,2
18224.0,264,1,870.07,1
18225.0,4,12,34304.98,2
18226.0,45,11,34784.38,2
18227.0,218,1,311.32,1
18228.0,57,2,3238.42,3
18229.0,12,20,24825.58,2
18230.0,10,7,15495.4,2
18231.0,193,5,10549.94,3
18232.0,82,4,3703.0,3
18233.0,326,1,492.0,1
18235.0,72,3,17140.68,3
18236.0,30,6,4974.89,3
18237.0,3,5,6911.9400000000005,2
18239.0,219,5,9748.86,3
18240.0,47,1,805.26,1
18241.0,10,17,12303.97,2
18242.0,73,4,12711.880000000001,3
18245.0,8,7,18187.06,2
18246.0,24,2,2311.9,0
18248.0,123,2,6061.3,3
18249.0,18,1,1409.32,0
18250.0,311,1,2397.7200000000003,1
18251.0,88,1,84622.08,3
18252.0,51,2,2964.63,0
18255.0,90,1,864.34,1
18257.0,40,8,10618.3,2
18259.0,25,3,9714.24,3
18260.0,173,6,17856.56,3
18261.0,44,2,1828.71,0
18262.0,141,1,1958.68,1
18263.0,26,3,16046.56,3
18265.0,73,2,3957.52,3
18268.0,135,1,46.64,1
18269.0,367,1,951.68,1
18270.0,39,2,1325.28,0
18272.0,3,6,22758.63,2
18273.0,3,3,892.3999999999999,0
18274.0,31,1,1082.32,0
18276.0,44,1,2250.7400000000002,0
18277.0,59,1,810.16,1
18278.0,74,1,854.62,1
18280.0,278,1,623.26,1
18281.0,181,1,576.58,1
18282.0,8,2,1044.8600000000001,0
18283.0,4,16,12114.61,2
18287.0,43,3,18139.56,3
